,Avg sleep time,Avg study time,Avg video game time,BMI,In a relationship,Family financial status,GPA,Laptop brand,TOEIC grade,IQ,Grade
27179,7,3,1,22.0,No,low,3.4000000000000004,Acer,300,136,60~80
27180,4,5,1,24.0,No,high,3.5,Asus,310,134,60~80
27181,8,3,1,34.0,No,average,1.9000000000000001,Leveno,175,137,60~80
27182,11,3,0,28.0,No,low,3.2,Leveno,610,122,60~80
27183,8,4,2,30.0,No,low,2.4000000000000004,Acer,625,104,60~80
27184,6,4,9,27.0,No,low,3.4000000000000004,HP,990,127,60~80
27185,9,7,0,20.0,No,average,3.5,Apple,200,116,60~80
27186,7,5,1,33.0,No,high,1.8,HP,380,145,60~80
27187,7,5,2,32.0,Yes,high,2.6,Asus,455,141,60~80
27188,6,3,0,31.0,Yes,high,2.8000000000000003,Asus,530,101,60~80
27189,7,6,0,35.0,Yes,average,3.2,Apple,410,113,60~80
27190,6,3,0,19.0,No,high,2.3000000000000003,Dell,845,123,60~80
27191,6,5,2,32.0,Yes,low,2.0,Asus,855,101,60~80
27192,6,5,11,25.0,No,high,3.3000000000000003,Asus,730,115,60~80
27193,6,3,4,31.0,Yes,high,2.2,Acer,790,144,60~80
27194,6,7,0,33.0,No,low,2.9000000000000004,Acer,325,116,60~80
27195,3,8,5,22.0,No,high,3.1,Leveno,20,117,60~80
27196,6,7,0,34.0,Yes,low,3.6,Acer,370,114,60~80
27197,9,5,1,24.0,Yes,high,2.5,Acer,400,133,60~80
27198,5,5,0,30.0,No,average,1.9000000000000001,Leveno,745,147,60~80
27199,8,4,0,32.0,Yes,average,2.8000000000000003,Dell,65,115,60~80
27200,6,3,12,22.0,No,average,2.6,Acer,985,149,60~80
27201,9,4,1,31.0,Yes,low,1.9000000000000001,Leveno,590,140,60~80
27202,6,3,2,28.0,No,high,3.6,Acer,365,124,60~80
27203,5,7,4,32.0,No,high,2.3000000000000003,Leveno,990,109,60~80
27204,8,8,2,32.0,Yes,average,2.3000000000000003,Dell,530,121,60~80
27205,5,4,2,33.0,Yes,average,3.3000000000000003,Dell,455,143,60~80
27206,6,2,2,19.0,No,low,2.1,Asus,200,136,60~80
27207,8,4,1,23.0,Yes,low,1.8,Dell,645,103,60~80
27208,8,6,1,35.0,Yes,low,3.6,Dell,725,149,60~80
27209,5,4,1,23.0,Yes,high,2.2,Acer,855,133,60~80
27210,5,2,6,25.0,Yes,average,2.3000000000000003,Leveno,895,109,60~80
27211,7,4,2,31.0,No,average,2.0,Leveno,325,114,60~80
27212,8,12,0,22.0,Yes,low,2.5,Asus,990,125,60~80
27213,7,14,7,22.0,No,low,3.1,Leveno,390,100,60~80
27214,5,3,4,25.0,No,low,2.3000000000000003,Apple,705,111,60~80
27215,5,7,2,30.0,No,high,2.3000000000000003,Acer,975,121,60~80
27216,5,6,3,27.0,No,high,3.1,Asus,720,144,60~80
27217,7,4,1,24.0,No,high,3.4000000000000004,Asus,620,133,60~80
27218,5,4,3,19.0,No,low,2.9000000000000004,Dell,990,129,60~80
27219,7,2,0,27.0,Yes,average,2.3000000000000003,Leveno,260,143,60~80
27220,5,3,1,27.0,Yes,high,3.2,Asus,440,112,60~80
27221,7,2,3,23.0,No,low,3.1,Asus,370,115,60~80
27222,8,6,2,30.0,Yes,average,2.7,Acer,320,132,60~80
27223,6,3,0,19.0,No,low,1.9000000000000001,Acer,515,136,60~80
27224,7,4,2,26.0,No,average,1.9000000000000001,HP,830,125,60~80
27225,8,3,3,19.0,Yes,high,3.3000000000000003,HP,455,107,60~80
27226,8,7,0,35.0,No,low,3.1,Apple,385,133,60~80
27227,6,5,2,29.0,Yes,high,2.4000000000000004,Dell,350,100,60~80
27228,7,12,1,19.0,No,low,2.2,Apple,925,101,60~80
27229,4,8,4,27.0,No,average,2.6,Apple,465,142,60~80
27230,9,4,1,20.0,No,average,2.8000000000000003,Acer,210,135,60~80
27231,9,5,0,22.0,No,low,2.3000000000000003,Asus,650,145,60~80
27232,7,6,4,23.0,No,average,3.0,Asus,520,114,60~80
27233,7,4,1,27.0,No,high,2.7,Asus,415,104,60~80
27234,9,1,2,21.0,Yes,low,3.3000000000000003,HP,510,129,60~80
27235,9,6,10,20.0,No,high,3.0,Asus,740,123,60~80
27236,4,9,2,33.0,No,average,3.0,Leveno,800,149,60~80
27237,9,3,0,24.0,No,high,2.8000000000000003,HP,490,143,60~80
27238,8,4,1,23.0,No,low,2.3000000000000003,Asus,465,139,60~80
27239,9,11,0,23.0,Yes,high,3.2,Asus,270,117,60~80
27240,8,5,2,23.0,Yes,high,3.5,Dell,320,145,60~80
27241,10,7,1,23.0,Yes,low,3.4000000000000004,Asus,625,124,60~80
27242,6,4,4,22.0,Yes,average,2.7,HP,915,146,60~80
27243,7,5,3,35.0,No,high,1.9000000000000001,Leveno,770,126,60~80
27244,6,5,7,23.0,Yes,low,2.5,HP,990,107,60~80
27245,9,4,2,19.0,No,average,2.2,HP,410,133,60~80
27246,6,3,2,31.0,No,average,1.9000000000000001,Dell,115,127,60~80
27247,7,5,4,26.0,No,average,3.1,Dell,275,103,60~80
27248,6,6,10,25.0,No,low,3.3000000000000003,Dell,435,148,60~80
27249,6,4,3,32.0,No,average,2.1,HP,620,117,60~80
27250,4,6,1,19.0,Yes,average,2.5,Apple,180,119,60~80
27251,8,6,11,24.0,No,high,3.1,Acer,565,107,60~80
27252,9,5,2,33.0,Yes,high,2.7,Acer,500,104,60~80
27253,9,4,2,35.0,Yes,average,3.6,HP,915,149,60~80
27254,9,4,1,27.0,Yes,high,3.4000000000000004,Asus,445,104,60~80
27255,7,3,0,33.0,No,average,1.8,Apple,905,108,60~80
27256,4,4,0,21.0,Yes,low,3.1,Apple,435,133,60~80
27257,7,8,3,23.0,Yes,low,3.1,Acer,515,113,60~80
27258,7,3,4,35.0,No,high,2.7,HP,420,109,60~80
27259,6,5,0,31.0,Yes,low,2.7,HP,655,115,60~80
27260,6,7,0,21.0,Yes,average,2.9000000000000004,Apple,295,115,60~80
27261,7,3,0,24.0,No,high,2.3000000000000003,Asus,815,111,60~80
27262,5,1,2,30.0,Yes,average,1.9000000000000001,Leveno,930,140,60~80
27263,11,12,2,25.0,No,high,2.6,Acer,550,114,60~80
27264,6,4,0,22.0,No,average,3.4000000000000004,Leveno,770,115,60~80
27265,10,2,2,29.0,No,average,2.7,HP,720,125,60~80
27266,7,4,1,27.0,Yes,average,2.6,Dell,990,146,60~80
27267,7,5,2,19.0,Yes,average,3.5,Acer,580,145,60~80
27268,9,7,8,25.0,No,average,2.6,Dell,410,115,60~80
27269,7,4,1,23.0,No,low,2.8000000000000003,Acer,695,146,60~80
27270,8,7,7,30.0,No,low,3.5,Acer,430,137,60~80
27271,5,7,0,32.0,Yes,low,3.6,Asus,285,119,60~80
27272,6,6,1,28.0,Yes,low,3.3000000000000003,Apple,200,141,60~80
27273,8,5,6,32.0,No,average,2.0,Asus,735,148,60~80
27274,7,4,2,27.0,No,low,2.1,Asus,265,123,60~80
27275,4,4,4,24.0,No,average,3.0,Asus,820,131,60~80
27276,7,3,2,29.0,No,low,2.9000000000000004,Dell,695,108,60~80
27277,5,6,9,22.0,No,average,1.9000000000000001,HP,290,135,60~80
27278,6,6,0,20.0,Yes,high,3.6,Dell,885,137,60~80
27279,6,3,0,31.0,Yes,average,2.6,Acer,990,103,60~80
27280,10,7,2,20.0,Yes,high,3.6,Leveno,480,139,60~80
27281,7,7,0,34.0,Yes,average,3.1,HP,330,115,60~80
27282,6,3,2,20.0,No,average,3.0,Leveno,200,104,60~80
27283,7,2,0,32.0,Yes,high,3.6,Asus,225,125,60~80
27284,8,5,2,24.0,Yes,low,2.6,HP,615,128,60~80
27285,8,4,0,31.0,Yes,average,2.9000000000000004,Apple,430,143,60~80
27286,4,3,3,19.0,No,high,1.9000000000000001,Leveno,440,123,60~80
27287,3,3,2,34.0,Yes,low,3.6,Asus,510,124,60~80
27288,8,6,1,21.0,Yes,average,2.7,Acer,990,141,60~80
27289,6,4,1,27.0,Yes,low,3.6,Acer,810,100,60~80
27290,8,5,10,31.0,No,low,2.3000000000000003,Acer,445,133,60~80
27291,7,4,0,34.0,No,average,2.0,Dell,145,105,60~80
27292,8,5,1,24.0,Yes,average,3.1,Apple,615,137,60~80
27293,4,9,11,22.0,No,average,1.8,Asus,145,128,60~80
27294,8,2,2,28.0,Yes,high,2.2,HP,450,110,60~80
27295,3,7,1,29.0,No,low,3.1,Leveno,430,134,60~80
27296,6,4,0,23.0,No,low,2.3000000000000003,Leveno,990,108,60~80
27297,6,3,0,32.0,No,low,2.4000000000000004,Apple,845,127,60~80
27298,3,4,0,35.0,No,average,3.5,Acer,145,115,60~80
27299,7,7,2,24.0,Yes,low,3.1,Acer,715,149,60~80
27300,5,4,7,30.0,Yes,low,2.3000000000000003,Acer,990,132,60~80
27301,5,1,2,21.0,Yes,high,1.9000000000000001,HP,510,131,60~80
27302,6,3,2,27.0,Yes,low,2.3000000000000003,HP,610,119,60~80
27303,7,5,0,24.0,Yes,high,2.4000000000000004,Acer,345,148,60~80
27304,6,5,6,20.0,Yes,average,3.0,Dell,890,135,60~80
27305,5,2,2,19.0,Yes,average,3.4000000000000004,HP,185,133,60~80
27306,8,11,1,35.0,Yes,average,1.9000000000000001,HP,715,134,60~80
27307,7,4,2,25.0,Yes,low,1.8,Asus,860,116,60~80
27308,7,3,1,32.0,Yes,low,2.3000000000000003,Apple,160,139,60~80
27309,8,1,3,22.0,No,high,3.5,HP,425,132,60~80
27310,3,5,1,33.0,Yes,average,2.4000000000000004,Leveno,710,148,60~80
27311,8,4,1,24.0,No,low,2.3000000000000003,Leveno,250,146,60~80
27312,7,6,12,27.0,No,average,3.5,Dell,715,112,60~80
27313,7,8,2,25.0,No,low,2.3000000000000003,HP,110,118,60~80
27314,6,1,2,27.0,No,high,3.5,HP,990,149,60~80
27315,8,3,1,21.0,Yes,average,2.3000000000000003,HP,185,114,60~80
27316,6,6,2,19.0,No,average,3.0,Leveno,390,144,60~80
27317,7,2,3,27.0,No,high,2.1,Dell,550,128,60~80
27318,8,3,2,21.0,No,average,2.9000000000000004,Asus,595,142,60~80
27319,6,5,0,34.0,No,high,3.2,HP,535,138,60~80
27320,7,8,2,21.0,No,average,2.9000000000000004,Dell,900,112,60~80
27321,6,5,13,32.0,No,low,2.7,Leveno,530,107,60~80
27322,4,5,1,24.0,Yes,high,3.5,Acer,990,117,60~80
27323,7,4,1,24.0,Yes,low,3.1,Leveno,445,120,60~80
27324,7,6,0,21.0,Yes,low,3.3000000000000003,Apple,260,119,60~80
27325,10,2,2,23.0,No,low,2.1,HP,730,117,60~80
27326,11,3,2,28.0,Yes,average,2.0,Leveno,490,117,60~80
27327,4,5,7,30.0,No,high,2.7,Asus,420,102,60~80
27328,8,3,1,24.0,No,high,2.7,Dell,990,101,60~80
27329,7,3,0,32.0,No,high,2.8000000000000003,HP,335,137,60~80
27330,8,5,2,23.0,No,average,2.2,HP,315,122,60~80
27331,4,6,3,26.0,Yes,low,1.8,Apple,685,111,60~80
27332,6,2,2,30.0,No,high,2.6,Leveno,385,121,60~80
27333,9,3,2,22.0,No,low,2.4000000000000004,HP,535,141,60~80
27334,4,3,2,23.0,No,average,3.3000000000000003,Leveno,920,103,60~80
27335,7,2,0,20.0,No,average,2.0,Apple,195,126,60~80
27336,8,6,2,21.0,No,low,2.7,HP,665,114,60~80
27337,8,3,3,32.0,No,average,3.1,Acer,240,147,60~80
27338,6,5,4,24.0,Yes,high,1.9000000000000001,HP,400,103,60~80
27339,6,3,0,21.0,No,high,2.9000000000000004,HP,990,121,60~80
27340,5,3,2,34.0,Yes,average,1.9000000000000001,Dell,250,109,60~80
27341,6,6,0,35.0,No,low,1.9000000000000001,Leveno,525,106,60~80
27342,6,4,5,27.0,Yes,average,3.0,HP,850,133,60~80
27343,8,2,0,34.0,Yes,high,2.4000000000000004,Asus,80,118,60~80
27344,7,6,9,29.0,No,high,3.0,HP,650,145,60~80
27345,8,3,2,30.0,No,low,2.3000000000000003,Asus,720,123,60~80
27346,5,8,0,31.0,Yes,high,3.5,Acer,270,114,60~80
27347,7,5,0,27.0,Yes,average,3.2,Apple,540,119,60~80
27348,8,1,2,23.0,Yes,average,2.4000000000000004,Asus,370,143,60~80
27349,8,8,3,29.0,Yes,high,3.2,HP,330,116,60~80
27350,6,7,6,28.0,No,low,2.3000000000000003,HP,610,110,60~80
27351,11,5,0,29.0,No,average,2.5,Dell,355,140,60~80
27352,4,4,10,22.0,Yes,average,1.9000000000000001,Asus,945,146,60~80
27353,6,2,4,24.0,Yes,low,2.2,Acer,420,109,60~80
27354,5,5,0,30.0,Yes,low,3.1,Dell,500,144,60~80
27355,5,4,0,26.0,No,average,2.8000000000000003,HP,475,117,60~80
27356,7,3,0,23.0,No,high,1.9000000000000001,Asus,665,105,60~80
27357,10,3,1,20.0,Yes,low,3.3000000000000003,HP,910,133,60~80
27358,7,3,1,32.0,Yes,low,2.3000000000000003,Apple,280,124,60~80
27359,7,3,0,23.0,No,low,2.8000000000000003,Asus,180,130,60~80
27360,8,7,3,26.0,No,average,1.9000000000000001,HP,610,115,60~80
27361,8,5,3,24.0,Yes,high,2.7,HP,380,120,60~80
27362,6,4,1,27.0,No,average,1.9000000000000001,Asus,395,103,60~80
27363,6,4,5,30.0,No,low,3.5,Dell,820,119,60~80
27364,9,2,1,22.0,No,average,2.4000000000000004,Leveno,545,142,60~80
27365,8,6,0,33.0,Yes,high,2.1,Asus,415,114,60~80
27366,7,3,0,31.0,No,high,2.1,HP,125,112,60~80
27367,8,3,0,33.0,No,low,2.7,Apple,495,147,60~80
27368,7,3,3,22.0,Yes,high,3.5,Leveno,695,149,60~80
27369,6,3,0,34.0,Yes,average,2.9000000000000004,Asus,820,109,60~80
27370,5,3,9,27.0,Yes,high,3.4000000000000004,Leveno,840,119,60~80
27371,8,4,0,35.0,No,average,2.4000000000000004,Asus,935,147,60~80
27372,8,2,0,26.0,No,high,2.8000000000000003,HP,540,104,60~80
27373,9,6,4,24.0,Yes,average,2.1,Asus,355,125,60~80
27374,5,5,1,19.0,Yes,high,2.6,Acer,965,138,60~80
27375,5,4,3,32.0,Yes,low,3.5,Leveno,445,122,60~80
27376,8,5,0,25.0,No,high,2.2,Dell,855,137,60~80
27377,5,5,8,25.0,No,low,3.1,Acer,440,149,60~80
27378,10,3,0,25.0,Yes,average,2.1,Asus,525,142,60~80
27379,4,3,3,34.0,Yes,average,2.8000000000000003,HP,465,131,60~80
27380,3,4,2,31.0,No,average,2.0,Leveno,600,123,60~80
27381,7,6,2,26.0,Yes,low,2.0,Asus,455,109,60~80
27382,8,5,3,30.0,Yes,low,3.3000000000000003,HP,40,137,60~80
27383,4,8,2,34.0,No,high,2.5,Leveno,560,102,60~80
27384,5,3,0,33.0,No,average,3.0,Acer,920,102,60~80
27385,7,10,0,34.0,No,average,2.1,Dell,320,114,60~80
27386,4,6,2,22.0,Yes,low,3.0,HP,485,124,60~80
27387,4,5,3,21.0,Yes,average,2.2,Dell,415,143,60~80
27388,9,8,3,31.0,No,high,3.3000000000000003,Leveno,715,147,60~80
27389,5,2,0,26.0,Yes,average,2.2,Dell,285,133,60~80
27390,8,4,2,19.0,Yes,low,2.4000000000000004,Leveno,495,147,60~80
27391,6,3,3,29.0,No,average,2.1,Asus,470,140,60~80
27392,7,5,0,28.0,No,high,2.8000000000000003,HP,355,118,60~80
27393,5,2,1,33.0,Yes,high,2.2,Asus,85,107,60~80
27394,6,4,1,32.0,No,high,3.4000000000000004,Acer,980,110,60~80
27395,7,6,13,31.0,No,low,2.1,Acer,410,108,60~80
27396,5,5,6,23.0,No,average,3.2,Dell,415,138,60~80
27397,6,5,2,27.0,No,average,3.5,Leveno,990,110,60~80
27398,5,3,2,27.0,Yes,average,2.0,Dell,370,149,60~80
27399,6,2,2,28.0,Yes,average,2.3000000000000003,Acer,815,131,60~80
27400,12,8,2,20.0,No,average,1.9000000000000001,HP,520,105,60~80
27401,9,4,2,28.0,Yes,high,2.4000000000000004,Leveno,385,104,60~80
27402,7,2,3,27.0,No,low,1.9000000000000001,Asus,425,139,60~80
27403,10,7,1,33.0,Yes,low,2.2,Acer,570,100,60~80
27404,6,4,0,19.0,Yes,average,2.7,Asus,430,128,60~80
27405,8,4,0,29.0,No,low,2.5,Leveno,535,121,60~80
27406,12,5,1,29.0,No,low,2.0,Apple,855,106,60~80
27407,6,5,7,32.0,Yes,average,2.5,HP,820,115,60~80
27408,6,5,10,31.0,Yes,high,3.3000000000000003,Leveno,835,128,60~80
27409,7,4,4,22.0,No,low,1.8,HP,850,140,60~80
27410,12,7,3,24.0,Yes,high,2.1,Leveno,360,100,60~80
27411,6,4,4,27.0,Yes,low,2.8000000000000003,Acer,810,109,60~80
27412,5,5,1,23.0,Yes,average,2.9000000000000004,Asus,205,121,60~80
27413,6,1,0,31.0,No,average,1.8,Acer,240,134,60~80
27414,5,3,0,30.0,No,high,3.6,HP,835,102,60~80
27415,5,4,2,32.0,Yes,high,2.5,HP,850,106,60~80
27416,10,5,2,29.0,No,average,3.3000000000000003,HP,425,139,60~80
27417,8,4,1,26.0,Yes,average,2.7,HP,0,131,60~80
27418,7,7,0,23.0,Yes,low,3.0,Dell,800,116,60~80
27419,7,3,1,25.0,No,average,1.9000000000000001,Asus,165,107,60~80
27420,9,6,3,35.0,No,low,2.9000000000000004,Dell,430,139,60~80
27421,10,6,2,20.0,No,low,2.8000000000000003,Acer,315,145,60~80
27422,9,5,0,27.0,Yes,high,2.4000000000000004,Asus,345,109,60~80
27423,6,5,4,23.0,No,low,2.5,Apple,495,145,60~80
27424,9,3,2,30.0,No,high,3.4000000000000004,Asus,815,137,60~80
27425,8,3,1,26.0,No,low,3.3000000000000003,Asus,780,100,60~80
27426,6,6,4,24.0,Yes,average,3.2,Leveno,535,112,60~80
27427,6,6,0,29.0,Yes,high,2.4000000000000004,Dell,810,119,60~80
27428,8,3,1,33.0,Yes,high,2.1,Dell,920,131,60~80
27429,8,4,2,27.0,Yes,low,2.7,Dell,565,149,60~80
27430,8,6,2,24.0,Yes,low,3.6,Acer,740,125,60~80
27431,6,4,0,34.0,Yes,high,2.5,Leveno,220,105,60~80
27432,6,12,0,19.0,No,average,2.8000000000000003,Leveno,975,119,60~80
27433,6,8,1,23.0,No,low,3.0,Acer,370,137,60~80
27434,8,6,3,27.0,Yes,average,2.0,Asus,340,147,60~80
27435,5,4,3,28.0,Yes,low,2.2,Asus,495,111,60~80
27436,7,3,3,26.0,Yes,average,2.7,Acer,520,145,60~80
27437,5,5,2,27.0,Yes,high,2.6,Leveno,365,142,60~80
27438,7,4,0,27.0,Yes,low,3.6,Leveno,305,107,60~80
27439,6,3,2,33.0,Yes,low,3.1,HP,765,104,60~80
27440,10,5,4,19.0,No,low,2.8000000000000003,Acer,380,144,60~80
27441,4,4,2,35.0,No,high,1.8,Acer,840,124,60~80
27442,6,3,1,23.0,Yes,high,1.8,Dell,400,136,60~80
27443,5,3,0,30.0,Yes,low,2.5,HP,485,122,60~80
27444,9,3,2,19.0,Yes,high,3.4000000000000004,Leveno,235,140,60~80
27445,6,7,3,28.0,Yes,high,2.0,Leveno,805,139,60~80
27446,6,8,3,29.0,Yes,low,3.2,Acer,10,119,60~80
27447,7,4,2,35.0,No,low,3.6,Apple,560,113,60~80
27448,4,8,0,25.0,Yes,high,2.5,Asus,465,104,60~80
27449,7,3,0,28.0,No,high,2.7,Asus,285,115,60~80
27450,10,3,2,32.0,Yes,average,1.8,Leveno,990,125,60~80
27451,7,11,0,23.0,Yes,low,2.2,HP,350,105,60~80
27452,8,6,0,28.0,No,average,1.9000000000000001,Dell,570,118,60~80
27453,6,3,0,28.0,No,average,3.4000000000000004,Apple,560,112,60~80
27454,8,11,3,20.0,No,low,2.6,Apple,410,131,60~80
27455,6,4,3,35.0,Yes,low,1.8,Asus,325,115,60~80
27456,5,3,1,25.0,No,average,3.1,Leveno,395,133,60~80
27457,7,4,0,31.0,Yes,high,3.6,Asus,385,129,60~80
27458,7,4,3,31.0,Yes,low,2.4000000000000004,HP,515,141,60~80
27459,9,4,0,22.0,Yes,low,1.9000000000000001,HP,295,117,60~80
27460,6,5,0,20.0,Yes,average,2.4000000000000004,Acer,870,108,60~80
27461,9,8,7,24.0,No,average,2.9000000000000004,Leveno,590,109,60~80
27462,12,6,0,25.0,No,average,2.5,HP,0,134,60~80
27463,4,6,7,25.0,No,average,2.8000000000000003,Asus,615,140,60~80
27464,4,8,0,22.0,No,high,3.6,Dell,615,124,60~80
27465,7,6,1,21.0,No,average,2.6,Asus,605,133,60~80
27466,12,1,0,24.0,No,average,3.4000000000000004,Apple,395,118,60~80
27467,9,8,6,35.0,No,low,2.2,Acer,700,130,60~80
27468,6,4,4,25.0,Yes,low,2.7,Leveno,595,131,60~80
27469,7,8,0,32.0,Yes,average,1.8,Acer,245,101,60~80
27470,4,4,11,19.0,Yes,low,3.2,Acer,890,141,60~80
27471,6,4,0,35.0,No,low,2.9000000000000004,Apple,385,116,60~80
27472,8,5,2,31.0,No,low,3.6,HP,575,146,60~80
27473,4,6,2,32.0,No,low,2.4000000000000004,Apple,405,133,60~80
27474,5,2,9,25.0,No,low,1.8,HP,885,102,60~80
27475,7,10,0,23.0,No,average,2.7,Apple,990,140,60~80
27476,8,7,3,24.0,No,low,2.6,HP,140,116,60~80
27477,9,2,2,29.0,Yes,low,3.5,Apple,370,105,60~80
27478,7,5,0,27.0,Yes,low,2.7,HP,220,142,60~80
27479,12,4,0,25.0,Yes,average,2.8000000000000003,Asus,275,121,60~80
27480,7,14,10,25.0,No,high,2.2,Dell,0,140,60~80
27481,4,4,1,35.0,Yes,low,3.1,Leveno,445,148,60~80
27482,7,6,3,19.0,No,low,3.4000000000000004,Leveno,515,149,60~80
27483,8,5,4,27.0,Yes,high,3.0,Leveno,580,117,60~80
27484,6,3,2,22.0,Yes,low,2.9000000000000004,Dell,620,130,60~80
27485,9,3,1,20.0,Yes,high,1.9000000000000001,HP,335,126,60~80
27486,8,6,5,25.0,No,average,3.5,Acer,215,133,60~80
27487,8,5,2,33.0,Yes,average,2.1,Leveno,795,113,60~80
27488,10,7,2,29.0,Yes,low,2.2,Apple,430,113,60~80
27489,12,3,0,29.0,Yes,average,2.4000000000000004,Asus,885,126,60~80
27490,7,7,1,26.0,Yes,high,3.3000000000000003,HP,195,148,60~80
27491,6,7,0,27.0,No,average,3.6,Dell,545,122,60~80
27492,7,3,1,31.0,Yes,low,2.9000000000000004,Leveno,190,120,60~80
27493,8,6,8,30.0,No,high,2.3000000000000003,Leveno,710,115,60~80
27494,7,5,0,27.0,Yes,high,3.0,Acer,390,131,60~80
27495,5,4,0,21.0,No,average,3.0,Dell,920,113,60~80
27496,4,3,0,33.0,No,low,3.1,HP,895,111,60~80
27497,7,5,2,30.0,No,low,2.2,Leveno,850,137,60~80
27498,9,3,2,33.0,Yes,average,2.6,HP,195,100,60~80
27499,6,2,4,22.0,No,high,3.4000000000000004,Leveno,385,102,60~80
27500,7,3,1,24.0,Yes,average,2.8000000000000003,HP,525,101,60~80
27501,7,6,0,29.0,No,high,2.9000000000000004,Acer,735,111,60~80
27502,9,5,1,19.0,No,high,2.3000000000000003,Leveno,205,123,60~80
27503,5,3,2,23.0,No,high,3.0,Asus,635,138,60~80
27504,7,3,3,21.0,Yes,high,2.4000000000000004,Asus,515,115,60~80
27505,8,1,2,22.0,No,low,3.1,Acer,550,115,60~80
27506,10,6,2,20.0,Yes,low,2.0,Dell,440,123,60~80
27507,3,6,0,27.0,Yes,average,3.1,Apple,800,132,60~80
27508,6,3,3,30.0,Yes,high,2.4000000000000004,Dell,640,143,60~80
27509,6,4,2,20.0,No,average,3.3000000000000003,Acer,535,123,60~80
27510,5,7,2,20.0,Yes,high,2.9000000000000004,HP,635,119,60~80
27511,11,3,2,24.0,Yes,low,2.9000000000000004,Apple,260,133,60~80
27512,3,4,9,23.0,Yes,low,2.6,Acer,800,135,60~80
27513,7,5,2,20.0,Yes,average,3.2,Apple,0,124,60~80
27514,5,3,12,34.0,No,high,3.0,HP,980,135,60~80
27515,6,3,2,29.0,Yes,low,2.8000000000000003,Dell,825,137,60~80
27516,6,2,4,27.0,No,low,2.0,Leveno,820,118,60~80
27517,8,3,2,32.0,No,high,2.7,Acer,610,143,60~80
27518,6,4,1,22.0,No,average,3.6,Asus,460,118,60~80
27519,8,6,9,20.0,No,average,3.5,Leveno,690,104,60~80
27520,7,3,2,27.0,No,average,2.4000000000000004,Leveno,855,143,60~80
27521,6,4,1,25.0,No,low,3.0,Leveno,610,139,60~80
27522,5,3,13,21.0,No,high,2.7,Acer,940,138,60~80
27523,4,3,2,31.0,Yes,average,3.2,HP,575,124,60~80
27524,6,3,0,33.0,No,average,2.8000000000000003,HP,260,120,60~80
27525,8,7,1,34.0,Yes,average,3.2,Asus,290,132,60~80
27526,7,9,0,31.0,Yes,average,2.0,Dell,990,129,60~80
27527,7,3,0,29.0,No,low,2.4000000000000004,HP,520,108,60~80
27528,7,6,0,19.0,No,low,1.9000000000000001,Leveno,225,100,60~80
27529,5,3,0,27.0,No,average,3.0,Dell,245,112,60~80
27530,8,8,4,28.0,Yes,low,3.1,Acer,380,149,60~80
27531,11,4,0,24.0,Yes,average,3.3000000000000003,HP,555,139,60~80
27532,7,3,1,28.0,No,average,2.3000000000000003,Apple,610,106,60~80
27533,9,3,0,20.0,Yes,average,2.3000000000000003,Dell,470,142,60~80
27534,7,6,1,32.0,No,high,3.1,Dell,780,132,60~80
27535,9,4,0,30.0,Yes,high,2.7,Asus,765,121,60~80
27536,6,2,4,20.0,No,average,2.7,Leveno,255,123,60~80
27537,5,7,0,30.0,No,high,2.3000000000000003,HP,0,138,60~80
27538,8,2,0,23.0,No,average,2.6,Dell,430,126,60~80
27539,8,8,1,32.0,No,low,2.1,Acer,845,120,60~80
27540,6,6,3,24.0,Yes,average,2.7,Dell,810,103,60~80
27541,7,2,1,26.0,Yes,high,1.8,HP,700,101,60~80
27542,5,4,0,29.0,Yes,average,1.8,Apple,620,119,60~80
27543,5,2,2,28.0,No,high,3.6,Acer,880,101,60~80
27544,6,3,1,34.0,No,low,3.3000000000000003,Apple,990,144,60~80
27545,6,5,6,20.0,Yes,high,2.6,Dell,805,128,60~80
27546,9,1,2,31.0,No,average,3.2,Acer,390,113,60~80
27547,5,6,0,25.0,Yes,low,2.1,Acer,460,100,60~80
27548,6,6,0,29.0,Yes,average,2.6,Apple,105,143,60~80
27549,9,9,1,25.0,No,average,2.6,Acer,580,117,60~80
27550,5,4,1,19.0,Yes,average,2.0,Leveno,800,131,60~80
27551,7,4,0,33.0,No,average,3.0,Asus,350,108,60~80
27552,7,5,9,21.0,No,average,2.6,Asus,495,119,60~80
27553,6,6,4,23.0,Yes,low,3.1,Leveno,130,105,60~80
27554,5,7,2,23.0,Yes,low,3.5,Asus,380,127,60~80
27555,7,3,3,30.0,Yes,high,2.6,Dell,655,101,60~80
27556,7,7,1,33.0,No,low,2.5,Apple,535,129,60~80
27557,8,6,0,33.0,No,low,3.4000000000000004,Apple,555,135,60~80
27558,6,5,3,20.0,No,high,2.3000000000000003,Asus,435,110,60~80
27559,6,4,13,24.0,Yes,average,2.8000000000000003,Dell,990,106,60~80
27560,8,3,0,27.0,Yes,low,2.6,Acer,990,124,60~80
27561,5,5,5,25.0,No,low,2.5,Acer,495,134,60~80
27562,5,6,3,31.0,No,high,3.5,Asus,855,132,60~80
27563,6,3,0,28.0,No,low,2.1,Leveno,340,125,60~80
27564,5,2,2,27.0,No,low,2.6,Apple,540,142,60~80
27565,9,2,2,34.0,Yes,high,2.0,HP,645,122,60~80
27566,6,4,10,31.0,No,high,1.8,Acer,810,120,60~80
